utc,timestamp,door_count,battery_life,
1590286657,Sun 24 May 2020 04:17:37 AM CEST,4,5,
1590286726,Sun 24 May 2020 04:18:46 AM CEST,45,31,
1590286776,Sun 24 May 2020 04:19:36 AM CEST,25,83,
1590286864,Sun 24 May 2020 04:21:04 AM CEST,40,84,
1590286945,Sun 24 May 2020 04:22:25 AM CEST,20,17,
1590287029,Sun 24 May 2020 04:23:49 AM CEST,36,31,
1590287084,Sun 24 May 2020 04:24:44 AM CEST,24,19,
1590287167,Sun 24 May 2020 04:26:07 AM CEST,43,16,
1590287180,Sun 24 May 2020 04:26:20 AM CEST,24,85,
1590287233,Sun 24 May 2020 04:27:13 AM CEST,10,64,
1590287277,Sun 24 May 2020 04:27:57 AM CEST,27,55,
1590287286,Sun 24 May 2020 04:28:06 AM CEST,39,3,
1590287334,Sun 24 May 2020 04:28:54 AM CEST,18,45,
1590287431,Sun 24 May 2020 04:30:31 AM CEST,16,55,
1590287456,Sun 24 May 2020 04:30:56 AM CEST,45,97,
1590287496,Sun 24 May 2020 04:31:36 AM CEST,3,79,
1590287600,Sun 24 May 2020 04:33:20 AM CEST,25,6,
1590287657,Sun 24 May 2020 04:34:17 AM CEST,35,12,
1590287669,Sun 24 May 2020 04:34:29 AM CEST,12,32,
1590287766,Sun 24 May 2020 04:36:06 AM CEST,33,50,
1590287841,Sun 24 May 2020 04:37:21 AM CEST,45,76,
1590287872,Sun 24 May 2020 04:37:52 AM CEST,49,31,
1590287909,Sun 24 May 2020 04:38:29 AM CEST,18,26,
1590287971,Sun 24 May 2020 04:39:31 AM CEST,9,72,
1590288067,Sun 24 May 2020 04:41:07 AM CEST,24,6,
1590288153,Sun 24 May 2020 04:42:33 AM CEST,22,71,
1590288206,Sun 24 May 2020 04:43:26 AM CEST,21,26,
1590288270,Sun 24 May 2020 04:44:30 AM CEST,22,65,
1590288330,Sun 24 May 2020 04:45:30 AM CEST,28,67,
1590288405,Sun 24 May 2020 04:46:45 AM CEST,18,9,
1590288422,Sun 24 May 2020 04:47:02 AM CEST,1,4,
1590288440,Sun 24 May 2020 04:47:20 AM CEST,23,92,
1590288462,Sun 24 May 2020 04:47:42 AM CEST,32,8,
1590288494,Sun 24 May 2020 04:48:14 AM CEST,11,6,
1590288537,Sun 24 May 2020 04:48:57 AM CEST,20,44,
1590288612,Sun 24 May 2020 04:50:12 AM CEST,21,4,
1590288667,Sun 24 May 2020 04:51:07 AM CEST,11,50,
1590288732,Sun 24 May 2020 04:52:12 AM CEST,39,34,
1590288796,Sun 24 May 2020 04:53:16 AM CEST,14,45,
1590288910,Sun 24 May 2020 04:55:10 AM CEST,1,36,
1590289003,Sun 24 May 2020 04:56:43 AM CEST,39,7,
1590289073,Sun 24 May 2020 04:57:53 AM CEST,26,52,
1590289170,Sun 24 May 2020 04:59:30 AM CEST,15,9,
1590289205,Sun 24 May 2020 05:00:05 AM CEST,32,39,
1590289273,Sun 24 May 2020 05:01:13 AM CEST,40,39,
1590289325,Sun 24 May 2020 05:02:05 AM CEST,24,78,
1590289395,Sun 24 May 2020 05:03:15 AM CEST,21,83,
1590289395,Sun 24 May 2020 05:03:15 AM CEST,41,88,
1590289478,Sun 24 May 2020 05:04:38 AM CEST,6,55,
1590289543,Sun 24 May 2020 05:05:43 AM CEST,32,26,
1590289577,Sun 24 May 2020 05:06:17 AM CEST,12,6,
1590289664,Sun 24 May 2020 05:07:44 AM CEST,40,84,
1590289703,Sun 24 May 2020 05:08:23 AM CEST,14,83,
1590289787,Sun 24 May 2020 05:09:47 AM CEST,42,79,
1590289822,Sun 24 May 2020 05:10:22 AM CEST,13,22,
1590289877,Sun 24 May 2020 05:11:17 AM CEST,9,77,
1590289926,Sun 24 May 2020 05:12:06 AM CEST,26,45,
1590290009,Sun 24 May 2020 05:13:29 AM CEST,9,11,
1590290055,Sun 24 May 2020 05:14:15 AM CEST,29,12,
1590290154,Sun 24 May 2020 05:15:54 AM CEST,18,91,
1590290201,Sun 24 May 2020 05:16:41 AM CEST,15,75,
1590290293,Sun 24 May 2020 05:18:13 AM CEST,37,87,
1590290319,Sun 24 May 2020 05:18:39 AM CEST,33,19,
1590290411,Sun 24 May 2020 05:20:11 AM CEST,9,17,
1590290443,Sun 24 May 2020 05:20:43 AM CEST,17,47,
1590290500,Sun 24 May 2020 05:21:40 AM CEST,35,8,
1590290558,Sun 24 May 2020 05:22:38 AM CEST,9,5,
1590290612,Sun 24 May 2020 05:23:32 AM CEST,8,58,
1590290652,Sun 24 May 2020 05:24:12 AM CEST,22,30,
1590290702,Sun 24 May 2020 05:25:02 AM CEST,3,43,
1590290761,Sun 24 May 2020 05:26:01 AM CEST,41,54,
1590290860,Sun 24 May 2020 05:27:40 AM CEST,47,82,
1590290909,Sun 24 May 2020 05:28:29 AM CEST,21,35,
1590290937,Sun 24 May 2020 05:28:57 AM CEST,20,86,
1590290964,Sun 24 May 2020 05:29:24 AM CEST,36,17,
1590291026,Sun 24 May 2020 05:30:26 AM CEST,22,39,
1590291092,Sun 24 May 2020 05:31:32 AM CEST,12,83,
1590291117,Sun 24 May 2020 05:31:57 AM CEST,15,18,
1590291197,Sun 24 May 2020 05:33:17 AM CEST,12,55,
1590291251,Sun 24 May 2020 05:34:11 AM CEST,10,34,
1590291309,Sun 24 May 2020 05:35:09 AM CEST,26,63,
1590291313,Sun 24 May 2020 05:35:13 AM CEST,29,51,
1590291340,Sun 24 May 2020 05:35:40 AM CEST,17,21,
1590291372,Sun 24 May 2020 05:36:12 AM CEST,48,77,
1590291462,Sun 24 May 2020 05:37:42 AM CEST,32,33,
1590291512,Sun 24 May 2020 05:38:32 AM CEST,23,85,
1590291589,Sun 24 May 2020 05:39:49 AM CEST,11,4,
1590291626,Sun 24 May 2020 05:40:26 AM CEST,35,95,
1590291710,Sun 24 May 2020 05:41:50 AM CEST,24,1,
1590291736,Sun 24 May 2020 05:42:16 AM CEST,27,46,
1590291822,Sun 24 May 2020 05:43:42 AM CEST,35,82,
1590291840,Sun 24 May 2020 05:44:00 AM CEST,37,21,
1590291912,Sun 24 May 2020 05:45:12 AM CEST,7,15,
1590291995,Sun 24 May 2020 05:46:35 AM CEST,35,59,
1590292088,Sun 24 May 2020 05:48:08 AM CEST,10,66,
1590292163,Sun 24 May 2020 05:49:23 AM CEST,46,35,
1590292245,Sun 24 May 2020 05:50:45 AM CEST,11,49,
1590292305,Sun 24 May 2020 05:51:45 AM CEST,31,93,
1590292336,Sun 24 May 2020 05:52:16 AM CEST,5,57,
1590292402,Sun 24 May 2020 05:53:22 AM CEST,25,51,
1590292478,Sun 24 May 2020 05:54:38 AM CEST,15,60,
1590292550,Sun 24 May 2020 05:55:50 AM CEST,34,1,
1590292621,Sun 24 May 2020 05:57:01 AM CEST,45,17,
1590292638,Sun 24 May 2020 05:57:18 AM CEST,49,21,
1590292695,Sun 24 May 2020 05:58:15 AM CEST,48,76,
1590292743,Sun 24 May 2020 05:59:03 AM CEST,8,35,
1590292815,Sun 24 May 2020 06:00:15 AM CEST,19,92,
1590292839,Sun 24 May 2020 06:00:39 AM CEST,2,58,
1590292877,Sun 24 May 2020 06:01:17 AM CEST,4,14,
1590292959,Sun 24 May 2020 06:02:39 AM CEST,27,21,
1590293025,Sun 24 May 2020 06:03:45 AM CEST,27,96,
1590293134,Sun 24 May 2020 06:05:34 AM CEST,21,8,
1590293143,Sun 24 May 2020 06:05:43 AM CEST,18,67,
1590293206,Sun 24 May 2020 06:06:46 AM CEST,16,31,
1590293297,Sun 24 May 2020 06:08:17 AM CEST,35,65,
1590293381,Sun 24 May 2020 06:09:41 AM CEST,5,9,
1590293460,Sun 24 May 2020 06:11:00 AM CEST,0,36,
1590293528,Sun 24 May 2020 06:12:08 AM CEST,2,3,
1590293566,Sun 24 May 2020 06:12:46 AM CEST,6,11,
1590293634,Sun 24 May 2020 06:13:54 AM CEST,39,68,
1590293716,Sun 24 May 2020 06:15:16 AM CEST,41,95,
1590293785,Sun 24 May 2020 06:16:25 AM CEST,28,84,
1590293860,Sun 24 May 2020 06:17:40 AM CEST,32,17,
1590293928,Sun 24 May 2020 06:18:48 AM CEST,49,64,
1590293991,Sun 24 May 2020 06:19:51 AM CEST,23,41,
1590294067,Sun 24 May 2020 06:21:07 AM CEST,37,38,
1590294173,Sun 24 May 2020 06:22:53 AM CEST,45,52,
1590294231,Sun 24 May 2020 06:23:51 AM CEST,10,16,
1590294248,Sun 24 May 2020 06:24:08 AM CEST,31,24,
1590294338,Sun 24 May 2020 06:25:38 AM CEST,37,37,
1590294354,Sun 24 May 2020 06:25:54 AM CEST,25,55,
1590294402,Sun 24 May 2020 06:26:42 AM CEST,6,19,
1590294455,Sun 24 May 2020 06:27:35 AM CEST,29,83,
1590294530,Sun 24 May 2020 06:28:50 AM CEST,1,69,
1590294617,Sun 24 May 2020 06:30:17 AM CEST,8,1,
1590294673,Sun 24 May 2020 06:31:13 AM CEST,17,81,
1590294705,Sun 24 May 2020 06:31:45 AM CEST,39,90,
1590294787,Sun 24 May 2020 06:33:07 AM CEST,24,49,
1590294871,Sun 24 May 2020 06:34:31 AM CEST,18,65,
1590294955,Sun 24 May 2020 06:35:55 AM CEST,13,24,
1590294978,Sun 24 May 2020 06:36:18 AM CEST,33,15,
1590295092,Sun 24 May 2020 06:38:12 AM CEST,25,5,
1590295144,Sun 24 May 2020 06:39:04 AM CEST,33,72,
1590295183,Sun 24 May 2020 06:39:43 AM CEST,10,27,
1590295285,Sun 24 May 2020 06:41:25 AM CEST,13,12,
1590295376,Sun 24 May 2020 06:42:56 AM CEST,49,91,
1590295403,Sun 24 May 2020 06:43:23 AM CEST,12,76,
1590295478,Sun 24 May 2020 06:44:38 AM CEST,15,11,
1590295531,Sun 24 May 2020 06:45:31 AM CEST,12,63,
1590295593,Sun 24 May 2020 06:46:33 AM CEST,40,81,
1590295635,Sun 24 May 2020 06:47:15 AM CEST,38,67,
1590295706,Sun 24 May 2020 06:48:26 AM CEST,36,41,
1590295766,Sun 24 May 2020 06:49:26 AM CEST,8,10,
1590295810,Sun 24 May 2020 06:50:10 AM CEST,43,45,
1590295904,Sun 24 May 2020 06:51:44 AM CEST,20,44,
1590295965,Sun 24 May 2020 06:52:45 AM CEST,36,71,
1590296030,Sun 24 May 2020 06:53:50 AM CEST,31,22,
1590296038,Sun 24 May 2020 06:53:58 AM CEST,12,2,
1590296088,Sun 24 May 2020 06:54:48 AM CEST,6,56,
1590296182,Sun 24 May 2020 06:56:22 AM CEST,43,99,
1590296231,Sun 24 May 2020 06:57:11 AM CEST,38,93,
1590296292,Sun 24 May 2020 06:58:12 AM CEST,43,55,
1590296347,Sun 24 May 2020 06:59:07 AM CEST,39,20,
1590296392,Sun 24 May 2020 06:59:52 AM CEST,16,66,
1590296429,Sun 24 May 2020 07:00:29 AM CEST,48,52,
1590296498,Sun 24 May 2020 07:01:38 AM CEST,31,27,
1590296557,Sun 24 May 2020 07:02:37 AM CEST,3,97,
1590296633,Sun 24 May 2020 07:03:53 AM CEST,3,59,
1590296721,Sun 24 May 2020 07:05:21 AM CEST,6,0,
1590296752,Sun 24 May 2020 07:05:52 AM CEST,22,90,
1590296837,Sun 24 May 2020 07:07:17 AM CEST,27,34,
1590296890,Sun 24 May 2020 07:08:10 AM CEST,16,73,
1590296952,Sun 24 May 2020 07:09:12 AM CEST,22,73,
1590297031,Sun 24 May 2020 07:10:31 AM CEST,34,96,
1590297059,Sun 24 May 2020 07:10:59 AM CEST,46,73,
1590297161,Sun 24 May 2020 07:12:41 AM CEST,14,21,
1590297205,Sun 24 May 2020 07:13:25 AM CEST,16,51,
1590297309,Sun 24 May 2020 07:15:09 AM CEST,39,23,
1590297393,Sun 24 May 2020 07:16:33 AM CEST,20,94,
1590297436,Sun 24 May 2020 07:17:16 AM CEST,23,25,
1590297488,Sun 24 May 2020 07:18:08 AM CEST,38,33,
1590297531,Sun 24 May 2020 07:18:51 AM CEST,48,42,
1590297573,Sun 24 May 2020 07:19:33 AM CEST,19,87,
1590297595,Sun 24 May 2020 07:19:55 AM CEST,11,31,
1590297621,Sun 24 May 2020 07:20:21 AM CEST,10,65,
1590297663,Sun 24 May 2020 07:21:03 AM CEST,13,91,
1590297696,Sun 24 May 2020 07:21:36 AM CEST,19,74,
1590297739,Sun 24 May 2020 07:22:19 AM CEST,29,82,
1590297779,Sun 24 May 2020 07:22:59 AM CEST,8,81,
1590297845,Sun 24 May 2020 07:24:05 AM CEST,31,59,
1590297892,Sun 24 May 2020 07:24:52 AM CEST,30,44,
1590297934,Sun 24 May 2020 07:25:34 AM CEST,37,85,
1590298006,Sun 24 May 2020 07:26:46 AM CEST,41,51,
1590298079,Sun 24 May 2020 07:27:59 AM CEST,23,45,
1590298148,Sun 24 May 2020 07:29:08 AM CEST,43,82,
1590298169,Sun 24 May 2020 07:29:29 AM CEST,28,15,
1590298178,Sun 24 May 2020 07:29:38 AM CEST,19,51,
1590298226,Sun 24 May 2020 07:30:26 AM CEST,28,84,
1590298326,Sun 24 May 2020 07:32:06 AM CEST,19,8,
1590298376,Sun 24 May 2020 07:32:56 AM CEST,22,78,
1590298423,Sun 24 May 2020 07:33:43 AM CEST,8,74,
1590298447,Sun 24 May 2020 07:34:07 AM CEST,9,98,
1590298485,Sun 24 May 2020 07:34:45 AM CEST,43,0,
1590298517,Sun 24 May 2020 07:35:17 AM CEST,34,36,
1590298578,Sun 24 May 2020 07:36:18 AM CEST,18,12,
1590298649,Sun 24 May 2020 07:37:29 AM CEST,16,55,
1590298728,Sun 24 May 2020 07:38:48 AM CEST,6,89,
1590298776,Sun 24 May 2020 07:39:36 AM CEST,8,19,
1590298795,Sun 24 May 2020 07:39:55 AM CEST,47,68,
1590298826,Sun 24 May 2020 07:40:26 AM CEST,5,28,
1590298908,Sun 24 May 2020 07:41:48 AM CEST,37,43,
1590298962,Sun 24 May 2020 07:42:42 AM CEST,8,13,
1590299062,Sun 24 May 2020 07:44:22 AM CEST,23,68,
1590299094,Sun 24 May 2020 07:44:54 AM CEST,46,62,
1590299123,Sun 24 May 2020 07:45:23 AM CEST,24,11,
1590299184,Sun 24 May 2020 07:46:24 AM CEST,46,5,
1590299247,Sun 24 May 2020 07:47:27 AM CEST,25,32,
1590299254,Sun 24 May 2020 07:47:34 AM CEST,29,86,
1590299271,Sun 24 May 2020 07:47:51 AM CEST,24,64,
1590299345,Sun 24 May 2020 07:49:05 AM CEST,33,44,
1590299424,Sun 24 May 2020 07:50:24 AM CEST,6,78,
1590299494,Sun 24 May 2020 07:51:34 AM CEST,25,72,
1590299549,Sun 24 May 2020 07:52:29 AM CEST,49,25,
1590299618,Sun 24 May 2020 07:53:38 AM CEST,34,99,
1590299641,Sun 24 May 2020 07:54:01 AM CEST,12,44,
1590299664,Sun 24 May 2020 07:54:24 AM CEST,28,2,
1590299716,Sun 24 May 2020 07:55:16 AM CEST,21,23,
1590299788,Sun 24 May 2020 07:56:28 AM CEST,24,96,
1590299871,Sun 24 May 2020 07:57:51 AM CEST,36,52,
1590299911,Sun 24 May 2020 07:58:31 AM CEST,2,68,
1590299987,Sun 24 May 2020 07:59:47 AM CEST,15,68,
1590300064,Sun 24 May 2020 08:01:04 AM CEST,18,21,
1590300106,Sun 24 May 2020 08:01:46 AM CEST,1,41,
1590300198,Sun 24 May 2020 08:03:18 AM CEST,13,61,
1590300229,Sun 24 May 2020 08:03:49 AM CEST,35,84,
1590300316,Sun 24 May 2020 08:05:16 AM CEST,35,97,
1590300392,Sun 24 May 2020 08:06:32 AM CEST,28,73,
1590300439,Sun 24 May 2020 08:07:19 AM CEST,2,84,
1590300452,Sun 24 May 2020 08:07:32 AM CEST,7,53,
1590300509,Sun 24 May 2020 08:08:29 AM CEST,8,24,
1590300582,Sun 24 May 2020 08:09:42 AM CEST,43,38,
1590300645,Sun 24 May 2020 08:10:45 AM CEST,27,78,
1590300681,Sun 24 May 2020 08:11:21 AM CEST,35,18,
1590300728,Sun 24 May 2020 08:12:08 AM CEST,45,27,
1590300748,Sun 24 May 2020 08:12:28 AM CEST,25,65,
1590300795,Sun 24 May 2020 08:13:15 AM CEST,25,21,
1590300858,Sun 24 May 2020 08:14:18 AM CEST,11,81,
1590300974,Sun 24 May 2020 08:16:14 AM CEST,37,51,
1590301079,Sun 24 May 2020 08:17:59 AM CEST,16,39,
1590301160,Sun 24 May 2020 08:19:20 AM CEST,11,93,
1590301222,Sun 24 May 2020 08:20:22 AM CEST,11,28,
1590301295,Sun 24 May 2020 08:21:35 AM CEST,18,71,
1590301383,Sun 24 May 2020 08:23:03 AM CEST,24,28,
1590301468,Sun 24 May 2020 08:24:28 AM CEST,5,29,
1590301498,Sun 24 May 2020 08:24:58 AM CEST,18,82,
1590301516,Sun 24 May 2020 08:25:16 AM CEST,27,8,
1590301580,Sun 24 May 2020 08:26:20 AM CEST,34,61,
1590301634,Sun 24 May 2020 08:27:14 AM CEST,28,85,
1590301677,Sun 24 May 2020 08:27:57 AM CEST,41,57,
1590301721,Sun 24 May 2020 08:28:41 AM CEST,4,70,
1590301791,Sun 24 May 2020 08:29:51 AM CEST,6,41,
1590301878,Sun 24 May 2020 08:31:18 AM CEST,13,34,
1590301896,Sun 24 May 2020 08:31:36 AM CEST,19,92,
1590301931,Sun 24 May 2020 08:32:11 AM CEST,41,58,
1590301986,Sun 24 May 2020 08:33:06 AM CEST,43,94,
1590302044,Sun 24 May 2020 08:34:04 AM CEST,15,65,
1590302107,Sun 24 May 2020 08:35:07 AM CEST,35,48,
1590302172,Sun 24 May 2020 08:36:12 AM CEST,1,65,
1590302234,Sun 24 May 2020 08:37:14 AM CEST,23,56,
1590302239,Sun 24 May 2020 08:37:19 AM CEST,21,58,
1590302295,Sun 24 May 2020 08:38:15 AM CEST,42,71,
1590302360,Sun 24 May 2020 08:39:20 AM CEST,49,42,
1590302383,Sun 24 May 2020 08:39:43 AM CEST,36,10,
1590302444,Sun 24 May 2020 08:40:44 AM CEST,13,59,
1590302501,Sun 24 May 2020 08:41:41 AM CEST,1,35,
1590302595,Sun 24 May 2020 08:43:15 AM CEST,15,57,
1590302619,Sun 24 May 2020 08:43:39 AM CEST,12,67,
1590302692,Sun 24 May 2020 08:44:52 AM CEST,18,94,
1590302728,Sun 24 May 2020 08:45:28 AM CEST,44,89,
1590302787,Sun 24 May 2020 08:46:27 AM CEST,5,53,
1590302815,Sun 24 May 2020 08:46:55 AM CEST,35,10,
1590302876,Sun 24 May 2020 08:47:56 AM CEST,38,8,
1590302931,Sun 24 May 2020 08:48:51 AM CEST,25,20,
1590302945,Sun 24 May 2020 08:49:05 AM CEST,34,81,
1590302998,Sun 24 May 2020 08:49:58 AM CEST,5,49,
1590303092,Sun 24 May 2020 08:51:32 AM CEST,27,61,
1590303191,Sun 24 May 2020 08:53:11 AM CEST,19,60,
1590303266,Sun 24 May 2020 08:54:26 AM CEST,11,63,
1590303275,Sun 24 May 2020 08:54:35 AM CEST,35,93,
1590303322,Sun 24 May 2020 08:55:22 AM CEST,43,91,
1590303384,Sun 24 May 2020 08:56:24 AM CEST,35,49,
1590303492,Sun 24 May 2020 08:58:12 AM CEST,36,3,
1590303542,Sun 24 May 2020 08:59:02 AM CEST,3,62,
1590303620,Sun 24 May 2020 09:00:20 AM CEST,47,28,
1590303681,Sun 24 May 2020 09:01:21 AM CEST,36,73,
1590303708,Sun 24 May 2020 09:01:48 AM CEST,1,22,
1590303760,Sun 24 May 2020 09:02:40 AM CEST,4,64,
1590303853,Sun 24 May 2020 09:04:13 AM CEST,2,92,
1590303938,Sun 24 May 2020 09:05:38 AM CEST,36,60,
1590303996,Sun 24 May 2020 09:06:36 AM CEST,12,39,
1590304048,Sun 24 May 2020 09:07:28 AM CEST,46,81,
1590304079,Sun 24 May 2020 09:07:59 AM CEST,36,21,
1590304141,Sun 24 May 2020 09:09:01 AM CEST,23,52,
1590304197,Sun 24 May 2020 09:09:57 AM CEST,12,34,
1590304263,Sun 24 May 2020 09:11:03 AM CEST,30,79,
1590304348,Sun 24 May 2020 09:12:28 AM CEST,18,47,
1590304394,Sun 24 May 2020 09:13:14 AM CEST,28,23,
1590304431,Sun 24 May 2020 09:13:51 AM CEST,0,51,
1590304475,Sun 24 May 2020 09:14:35 AM CEST,5,62,
1590304514,Sun 24 May 2020 09:15:14 AM CEST,32,49,
1590304563,Sun 24 May 2020 09:16:03 AM CEST,13,2,
1590304606,Sun 24 May 2020 09:16:46 AM CEST,0,89,
1590304688,Sun 24 May 2020 09:18:08 AM CEST,26,65,
1590304764,Sun 24 May 2020 09:19:24 AM CEST,14,54,
1590304806,Sun 24 May 2020 09:20:06 AM CEST,28,49,
1590304882,Sun 24 May 2020 09:21:22 AM CEST,30,21,
1590304901,Sun 24 May 2020 09:21:41 AM CEST,17,34,
1590304963,Sun 24 May 2020 09:22:43 AM CEST,37,36,
1590305043,Sun 24 May 2020 09:24:03 AM CEST,2,64,
1590305093,Sun 24 May 2020 09:24:53 AM CEST,24,99,
1590305167,Sun 24 May 2020 09:26:07 AM CEST,27,83,
1590305263,Sun 24 May 2020 09:27:43 AM CEST,27,88,
1590305327,Sun 24 May 2020 09:28:47 AM CEST,3,84,
1590305363,Sun 24 May 2020 09:29:23 AM CEST,18,74,
1590305380,Sun 24 May 2020 09:29:40 AM CEST,21,35,
1590305426,Sun 24 May 2020 09:30:26 AM CEST,13,50,
1590305458,Sun 24 May 2020 09:30:58 AM CEST,46,32,
1590305519,Sun 24 May 2020 09:31:59 AM CEST,7,10,
1590305566,Sun 24 May 2020 09:32:46 AM CEST,31,22,
1590305622,Sun 24 May 2020 09:33:42 AM CEST,0,17,
1590305711,Sun 24 May 2020 09:35:11 AM CEST,8,26,
1590305757,Sun 24 May 2020 09:35:57 AM CEST,2,55,
1590305796,Sun 24 May 2020 09:36:36 AM CEST,19,25,
1590305863,Sun 24 May 2020 09:37:43 AM CEST,17,65,
1590305909,Sun 24 May 2020 09:38:29 AM CEST,6,86,
1590306021,Sun 24 May 2020 09:40:21 AM CEST,15,15,
1590306069,Sun 24 May 2020 09:41:09 AM CEST,43,20,
1590306109,Sun 24 May 2020 09:41:49 AM CEST,46,81,
1590306183,Sun 24 May 2020 09:43:03 AM CEST,34,66,
1590306261,Sun 24 May 2020 09:44:21 AM CEST,22,44,
1590306337,Sun 24 May 2020 09:45:37 AM CEST,45,42,
1590306420,Sun 24 May 2020 09:47:00 AM CEST,39,15,
1590306476,Sun 24 May 2020 09:47:56 AM CEST,5,20,
1590306566,Sun 24 May 2020 09:49:26 AM CEST,3,91,
1590306676,Sun 24 May 2020 09:51:16 AM CEST,36,67,
1590306696,Sun 24 May 2020 09:51:36 AM CEST,3,85,
1590306765,Sun 24 May 2020 09:52:45 AM CEST,10,51,
1590306828,Sun 24 May 2020 09:53:48 AM CEST,15,24,
1590306880,Sun 24 May 2020 09:54:40 AM CEST,13,26,
1590306974,Sun 24 May 2020 09:56:14 AM CEST,35,76,
1590307046,Sun 24 May 2020 09:57:26 AM CEST,26,36,
1590307129,Sun 24 May 2020 09:58:49 AM CEST,27,22,
1590307148,Sun 24 May 2020 09:59:08 AM CEST,26,99,
1590307232,Sun 24 May 2020 10:00:32 AM CEST,22,26,
1590307263,Sun 24 May 2020 10:01:03 AM CEST,40,97,
1590307315,Sun 24 May 2020 10:01:55 AM CEST,25,9,
1590307361,Sun 24 May 2020 10:02:41 AM CEST,15,96,
1590307440,Sun 24 May 2020 10:04:00 AM CEST,42,36,
1590307508,Sun 24 May 2020 10:05:08 AM CEST,5,75,
1590307543,Sun 24 May 2020 10:05:43 AM CEST,17,78,
1590307597,Sun 24 May 2020 10:06:37 AM CEST,16,19,
1590307626,Sun 24 May 2020 10:07:06 AM CEST,48,86,
1590307695,Sun 24 May 2020 10:08:15 AM CEST,37,2,
1590307743,Sun 24 May 2020 10:09:03 AM CEST,49,41,
1590307813,Sun 24 May 2020 10:10:13 AM CEST,41,15,
1590307856,Sun 24 May 2020 10:10:56 AM CEST,44,50,
1590307961,Sun 24 May 2020 10:12:41 AM CEST,39,8,
1590308026,Sun 24 May 2020 10:13:46 AM CEST,34,44,
1590308104,Sun 24 May 2020 10:15:04 AM CEST,32,73,
1590308172,Sun 24 May 2020 10:16:12 AM CEST,4,43,
1590308259,Sun 24 May 2020 10:17:39 AM CEST,6,45,
1590308306,Sun 24 May 2020 10:18:26 AM CEST,5,12,
1590308396,Sun 24 May 2020 10:19:56 AM CEST,7,35,
1590308488,Sun 24 May 2020 10:21:28 AM CEST,14,39,
1590308547,Sun 24 May 2020 10:22:27 AM CEST,18,42,
1590308569,Sun 24 May 2020 10:22:49 AM CEST,31,43,
1590308616,Sun 24 May 2020 10:23:36 AM CEST,13,9,
1590308707,Sun 24 May 2020 10:25:07 AM CEST,26,45,
1590308790,Sun 24 May 2020 10:26:30 AM CEST,10,4,
1590308835,Sun 24 May 2020 10:27:15 AM CEST,12,11,
1590308881,Sun 24 May 2020 10:28:01 AM CEST,46,25,
1590308940,Sun 24 May 2020 10:29:00 AM CEST,43,74,
1590308997,Sun 24 May 2020 10:29:57 AM CEST,48,1,
1590309070,Sun 24 May 2020 10:31:10 AM CEST,33,97,
1590309138,Sun 24 May 2020 10:32:18 AM CEST,34,4,
1590309204,Sun 24 May 2020 10:33:24 AM CEST,28,52,
1590309255,Sun 24 May 2020 10:34:15 AM CEST,9,33,
1590309317,Sun 24 May 2020 10:35:17 AM CEST,33,65,
1590309399,Sun 24 May 2020 10:36:39 AM CEST,44,98,
1590309457,Sun 24 May 2020 10:37:37 AM CEST,46,31,
1590309504,Sun 24 May 2020 10:38:24 AM CEST,45,9,
1590309551,Sun 24 May 2020 10:39:11 AM CEST,8,85,
1590309610,Sun 24 May 2020 10:40:10 AM CEST,19,71,
1590309699,Sun 24 May 2020 10:41:39 AM CEST,2,44,
1590309754,Sun 24 May 2020 10:42:34 AM CEST,35,66,
1590309815,Sun 24 May 2020 10:43:35 AM CEST,20,13,
1590309899,Sun 24 May 2020 10:44:59 AM CEST,37,49,
1590309981,Sun 24 May 2020 10:46:21 AM CEST,19,78,
1590310075,Sun 24 May 2020 10:47:55 AM CEST,13,32,
1590310166,Sun 24 May 2020 10:49:26 AM CEST,26,24,
1590310248,Sun 24 May 2020 10:50:48 AM CEST,16,41,
1590310334,Sun 24 May 2020 10:52:14 AM CEST,8,87,
1590310367,Sun 24 May 2020 10:52:47 AM CEST,21,39,
1590310453,Sun 24 May 2020 10:54:13 AM CEST,35,43,
1590310509,Sun 24 May 2020 10:55:09 AM CEST,3,19,
1590310564,Sun 24 May 2020 10:56:04 AM CEST,20,72,
1590310627,Sun 24 May 2020 10:57:07 AM CEST,43,60,
1590310645,Sun 24 May 2020 10:57:25 AM CEST,14,39,
1590310722,Sun 24 May 2020 10:58:42 AM CEST,14,97,
1590310794,Sun 24 May 2020 10:59:54 AM CEST,7,33,
1590310876,Sun 24 May 2020 11:01:16 AM CEST,34,20,
1590310929,Sun 24 May 2020 11:02:09 AM CEST,5,38,
1590311028,Sun 24 May 2020 11:03:48 AM CEST,28,56,
1590311091,Sun 24 May 2020 11:04:51 AM CEST,5,44,
1590311180,Sun 24 May 2020 11:06:20 AM CEST,29,34,
1590311241,Sun 24 May 2020 11:07:21 AM CEST,45,76,
1590311287,Sun 24 May 2020 11:08:07 AM CEST,14,66,
1590311363,Sun 24 May 2020 11:09:23 AM CEST,32,58,
1590311419,Sun 24 May 2020 11:10:19 AM CEST,21,24,
1590311458,Sun 24 May 2020 11:10:58 AM CEST,10,76,
1590311506,Sun 24 May 2020 11:11:46 AM CEST,1,30,
1590311550,Sun 24 May 2020 11:12:30 AM CEST,8,84,
1590311605,Sun 24 May 2020 11:13:25 AM CEST,31,93,
